"Text","FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre","FirstPerson_std","InnerThinking_std","ThinkPositive_std","ThinkNegative_std","ThinkAhead_std","ThinkBack_std","Reasoning_std","Share_SocTies_std","Direct_Activity_std","Interacting_std","Notifying_std","LinearGuidance_std","WordPicture_std","SpaceInterval_std","Motion_std","PastEvents_std","TimeInterval_std","ShiftingEvents_std","agglo_3","agglo_4","agglo_5","agglo_6","agglo_7","means_3","means_4","means_5","means_6","means_7"
"A37.TXT",0,1.93,0.47,2.01,1.93,0.51,1.63,1.97,0.09,0.21,2.23,4.11,4.37,1.41,0.21,2.44,1.37,0.77,27.66,"1","37","1","101",-0.615545554700404,-0.864132227955635,-0.724568630104836,1.05044418141247,1.63544324903732,-0.113597400459614,-1.17093534591553,-0.0776923399072024,-0.720262149429877,-0.589517118379087,-0.607944019738905,-0.335764688937449,-0.442123714834953,0.212111845726006,-0.729944249063623,0.343477828021758,0.128130036978387,-0.0871216207642371,1,1,1,1,1,1,2,1,2,2
"A38.TXT",0.09,2.58,0.63,1.18,1.31,0.9,1.67,1.09,0.23,0.23,3.8,3.39,4.66,2.62,0.63,2.99,1.49,1.67,31.16,"1","38","1","101",-0.531068664349779,-0.0710145377958456,-0.327517527917105,-0.140486811460469,0.291664919123411,1.0684459874606,-1.11960611070569,-0.959762513024712,-0.161702902101551,-0.564429682228733,1.78379705573678,-0.653452082704566,-0.312130834863609,1.86592545052314,0.380196917675665,0.883290393492004,0.356424089501126,2.65446784384463,1,3,3,3,3,3,3,1,6,2
"A39.TXT",0.65,1.96,1.1,0.82,0.94,0.45,2.73,0.86,0.33,0.61,1.92,4.81,6.07,1.51,0.65,2.04,0.98,0.73,29.16,"1","39","1","101",-0.00543467994589017,-0.827526796102107,0.838820084759355,-0.657035193911383,-0.510267310018761,-0.295450229370416,0.240618622354897,-1.19030358099861,0.237267988847254,-0.0877683953720125,-1.08019862699843,-0.0269019449971961,0.319903512583275,0.348790656039818,0.433060782758488,-0.0491131286838748,-0.613825633720515,-0.20897004141352,1,3,3,3,3,3,3,1,6,2
"A40.TXT",0.58,2.29,1.04,0.54,0.96,0.67,2,1.37,0.17,0.17,2.16,5.5,5.83,0.87,0.42,3.37,1.37,1.08,30.39,"1","40","1","101",-0.0711389279963763,-0.42486704571329,0.689925921438956,-1.05879504692876,-0.466919621957022,0.371343476635857,-0.696139920224565,-0.679103821578231,-0.401085436670833,-0.639691990679794,-0.714582156862024,0.277548474029625,0.212323198124231,-0.525953729968582,-0.174873665693979,1.25625180236235,0.128130036978387,0.857203639267705,1,3,3,3,3,3,3,1,5,2
"A41.TXT",0,2.81,0.55,1.62,0.94,0.72,2.17,2.42,0.26,0.17,1.87,3.49,3.57,0.77,0.3,2.68,1.36,0.89,26.59,"1","41","1","101",-0.615545554700404,0.209627106414542,-0.52604307901097,0.49085010042398,-0.510267310018761,0.522887500728192,-0.477990670582772,0.373366271346069,-0.0420116348169091,-0.639691990679794,-1.15636872494352,-0.609328833570244,-0.800724763031767,-0.662632540282394,-0.492056856190919,0.579032402045138,0.109105532601492,0.278423641183611,2,2,2,2,4,1,3,1,5,2
"A42.TXT",0.33,1.85,0.45,0.74,1.11,0.41,1.72,1.03,0.08,0.08,2.34,3.16,6.53,1.48,0.45,2.79,1.85,1.15,27.55,"1","42","1","101",-0.305796956748112,-0.961746712898379,-0.774200017878302,-0.771823723344919,-0.141811961493979,-0.416685448644283,-1.0554445666934,-1.01990366119181,-0.760159238524758,-0.752585453356386,-0.440369804259717,-0.754935555713506,0.526099115296442,0.307787012945674,-0.0955778680697443,0.686994915139187,1.04130624706934,1.07043837540395,1,3,3,3,3,3,2,1,6,2
"A43.TXT",0.04,2,0.55,0.77,1.62,0.64,2.34,1.66,0.26,0.13,2.76,2.89,4.25,1.32,0.51,1.4,1.7,0.94,25.78,"1","43","1","101",-0.578000270100126,-0.778719553630735,-0.52604307901097,-0.728778024807343,0.963554084080367,0.280417062180456,-0.25984142094098,-0.388421605437234,-0.0420116348169091,-0.689866862980502,0.199459018479,-0.874068328376176,-0.495913872064475,0.0891009164435745,0.0630137271787254,-0.677258659412888,0.75593868141592,0.430734166995215,1,1,1,1,1,1,2,4,2,7
"A44.TXT",0.13,2.5,0.44,0.83,1.8,0.18,2.76,2.06,0.22,0.39,3.33,3.11,3.33,0.83,0.13,1.31,1.58,0.35,25.28,"1","44","1","101",-0.493523379749501,-0.168629022738589,-0.799015711765035,-0.642686627732191,1.35368327663602,-1.11378795946902,0.279115548762272,0.012519382343452,-0.201599991196431,-0.363730193025903,1.06779813505297,-0.776997180280668,-0.908305077490811,-0.580625254094107,-0.941399709394916,-0.765591624671655,0.527644628893181,-1.36653003758171,2,2,2,2,4,1,1,4,1,5
"B01.TXT",0.04,2.82,0.76,1.88,1.39,0.63,2.64,3.27,0.13,0.09,3.04,2.51,4.07,0.89,0.4,1.52,1.61,0.89,28.58,"2","45","1","102",-0.578000270100126,0.221828917032384,-0.00491350738957312,0.863912821082973,0.465055671370367,0.250108257361989,0.125127843132772,1.22536587038003,-0.560673793050355,-0.740041735281209,0.626011566971479,-1.0417366750866,-0.576599107908758,-0.498617967905819,-0.227737530776802,-0.559481372401198,0.584718142023866,0.278423641183611,2,2,2,2,2,1,1,2,3,6
"B02.TXT",0,2.4,0.49,1.11,1.74,1.16,3.16,2.14,0.31,0.27,2.85,3.78,4.94,1.02,0.49,1.51,0.93,0.49,28.79,"2","46","1","102",-0.615545554700404,-0.290647128917018,-0.674937242331369,-0.240926774714813,1.2236402124508,1.85647491274074,0.792407900860608,0.0927075798995893,0.157473810657493,-0.514254809928026,0.336565194780155,-0.481371411080711,-0.186620467994724,-0.320935514497863,0.0101498620959021,-0.569296146318838,-0.70894815560499,-0.940060565309217,2,2,2,2,2,1,1,2,1,6
"B03.TXT",0,2.49,0.84,1.78,1.02,0.71,3.73,3.11,0.13,0.44,2.75,4.75,5.02,1.2,0.44,1.95,1.33,0.8,32.49,"2","47","1","102",-0.615545554700404,-0.180830833356432,0.193612043704292,0.720427159291053,-0.336876557771805,0.492578695909725,1.52384950260074,1.06498947526775,-0.560673793050355,-0.301011602650019,0.184224998889984,-0.0533758944777891,-0.150760363175043,-0.0749136559330007,-0.122009800611156,-0.137446093942642,0.0520320194708076,0.00426469472272511,2,2,2,2,2,1,1,2,3,6
"B04.TXT",0,2.63,0.62,1.74,1.51,0.85,2.31,2.94,0.18,0.85,2.71,4.23,3.56,0.93,0.31,1.42,1.56,0.8,29.15,"2","48","1","102",-0.615545554700404,-0.0100054847066312,-0.352333221803838,0.663032894574284,0.725141799740802,0.916901963368262,-0.298338347348355,0.894589555460961,-0.361188347575953,0.213280838432232,0.123288920533915,-0.282816789976263,-0.805207276134227,-0.443946443780294,-0.465624923649507,-0.657629111577606,0.489595620139391,0.00426469472272511,2,2,2,2,2,1,1,2,3,6
"B05.TXT",0.04,2.83,0.74,1.83,1.48,0.83,3.09,2.44,0.31,0.09,2.92,3.7,5.4,1.53,0.39,0.87,1.26,0.83,30.58,"2","49","1","102",-0.578000270100126,0.234030727650227,-0.0545448951630395,0.792169990187013,0.660120267648193,0.856284353731328,0.702581739243399,0.393413320735104,0.157473810657493,-0.740041735281209,0.443203331903274,-0.516670010388168,0.0195751347184438,0.376126418102581,-0.254169463318214,-1.19744167704785,-0.081139511167457,0.095651010209687,2,2,2,2,2,1,1,2,3,6
